Cross
0;0;5;255;255;255
0;1;5;255;255;255
0;2;5;255;255;255
0;3;5;255;255;255
0;4;5;255;255;255
0;5;5;255;255;255
0;6;5;255;255;255
0;7;5;255;255;255
0;8;5;255;255;255
0;9;5;255;255;255
1;0;5;255;255;255
1;1;5;255;255;255
1;2;5;255;255;255
1;3;5;255;255;255
1;4;5;255;255;255
1;5;5;255;255;255
1;6;5;255;255;255
1;7;5;255;255;255
1;8;5;255;255;255
1;9;5;255;255;255
2;0;5;255;255;255
2;1;5;255;255;255
2;2;5;255;255;255
2;3;5;255;255;255
2;4;5;255;255;255
2;5;5;255;255;255
2;6;5;255;255;255
2;7;5;255;255;255
2;8;5;255;255;255
2;9;5;255;255;255
3;0;5;255;255;255
3;1;5;255;255;255
3;2;5;255;255;255
3;3;5;255;255;255
3;4;5;255;255;255
3;5;5;255;255;255
3;6;5;255;255;255
3;7;5;255;255;255
3;8;5;255;255;255
3;9;5;255;255;255
4;0;5;255;255;255
4;1;5;255;255;255
4;2;5;255;255;255
4;3;5;255;255;255
4;4;5;255;255;255
4;5;5;255;255;255
4;6;5;255;255;255
4;7;5;255;255;255
4;8;5;255;255;255
4;9;5;255;255;255
5;0;5;255;255;255
5;1;5;255;255;255
5;2;5;255;255;255
5;3;5;255;255;255
5;4;5;255;255;255
5;5;5;255;255;255
5;6;5;255;255;255
5;7;5;255;255;255
5;8;5;255;255;255
5;9;5;255;255;255
6;0;5;255;255;255
6;1;5;255;255;255
6;2;5;255;255;255
6;3;5;255;255;255
6;4;5;255;255;255
6;5;5;255;255;255
6;6;5;255;255;255
6;7;5;255;255;255
6;8;5;255;255;255
6;9;5;255;255;255
7;0;5;255;255;255
7;1;5;255;255;255
7;2;5;255;255;255
7;3;5;255;255;255
7;4;5;255;255;255
7;5;5;255;255;255
7;6;5;255;255;255
7;7;5;255;255;255
7;8;5;255;255;255
7;9;5;255;255;255
8;0;5;255;255;255
8;1;5;255;255;255
8;2;5;255;255;255
8;3;5;255;255;255
8;4;5;255;255;255
8;5;5;255;255;255
8;6;5;255;255;255
8;7;5;255;255;255
8;8;5;255;255;255
8;9;5;255;255;255
9;0;5;255;255;255
9;1;5;255;255;255
9;2;5;255;255;255
9;3;5;255;255;255
9;4;5;255;255;255
9;5;5;255;255;255
9;6;5;255;255;255
9;7;5;255;255;255
9;8;5;255;255;255
9;9;5;255;255;255
0;5;0;255;255;255
0;5;1;255;255;255
0;5;2;255;255;255
0;5;3;255;255;255
0;5;4;255;255;255
0;5;5;255;255;255
0;5;6;255;255;255
0;5;7;255;255;255
0;5;8;255;255;255
0;5;9;255;255;255
1;5;0;255;255;255
1;5;1;255;255;255
1;5;2;255;255;255
1;5;3;255;255;255
1;5;4;255;255;255
1;5;5;255;255;255
1;5;6;255;255;255
1;5;7;255;255;255
1;5;8;255;255;255
1;5;9;255;255;255
2;5;0;255;255;255
2;5;1;255;255;255
2;5;2;255;255;255
2;5;3;255;255;255
2;5;4;255;255;255
2;5;5;255;255;255
2;5;6;255;255;255
2;5;7;255;255;255
2;5;8;255;255;255
2;5;9;255;255;255
3;5;0;255;255;255
3;5;1;255;255;255
3;5;2;255;255;255
3;5;3;255;255;255
3;5;4;255;255;255
3;5;5;255;255;255
3;5;6;255;255;255
3;5;7;255;255;255
3;5;8;255;255;255
3;5;9;255;255;255
4;5;0;255;255;255
4;5;1;255;255;255
4;5;2;255;255;255
4;5;3;255;255;255
4;5;4;255;255;255
4;5;5;255;255;255
4;5;6;255;255;255
4;5;7;255;255;255
4;5;8;255;255;255
4;5;9;255;255;255
5;5;0;255;255;255
5;5;1;255;255;255
5;5;2;255;255;255
5;5;3;255;255;255
5;5;4;255;255;255
5;5;5;255;255;255
5;5;6;255;255;255
5;5;7;255;255;255
5;5;8;255;255;255
5;5;9;255;255;255
6;5;0;255;255;255
6;5;1;255;255;255
6;5;2;255;255;255
6;5;3;255;255;255
6;5;4;255;255;255
6;5;5;255;255;255
6;5;6;255;255;255
6;5;7;255;255;255
6;5;8;255;255;255
6;5;9;255;255;255
7;5;0;255;255;255
7;5;1;255;255;255
7;5;2;255;255;255
7;5;3;255;255;255
7;5;4;255;255;255
7;5;5;255;255;255
7;5;6;255;255;255
7;5;7;255;255;255
7;5;8;255;255;255
7;5;9;255;255;255
8;5;0;255;255;255
8;5;1;255;255;255
8;5;2;255;255;255
8;5;3;255;255;255
8;5;4;255;255;255
8;5;5;255;255;255
8;5;6;255;255;255
8;5;7;255;255;255
8;5;8;255;255;255
8;5;9;255;255;255
9;5;0;255;255;255
9;5;1;255;255;255
9;5;2;255;255;255
9;5;3;255;255;255
9;5;4;255;255;255
9;5;5;255;255;255
9;5;6;255;255;255
9;5;7;255;255;255
9;5;8;255;255;255
9;5;9;255;255;255
