Plane
0;0;0;255;0;255
0;1;1;255;0;255
0;2;2;255;0;255
0;3;3;255;0;255
0;4;4;255;0;255
0;5;5;255;0;255
0;6;6;255;0;255
1;1;0;255;0;255
1;2;1;255;0;255
1;3;2;255;0;255
1;4;3;255;0;255
1;5;4;255;0;255
1;6;5;255;0;255
1;7;6;255;0;255
2;2;0;255;0;255
2;3;1;255;0;255
2;4;2;255;0;255
2;5;3;255;0;255
2;6;4;255;0;255
2;7;5;255;0;255
2;8;6;255;0;255
3;3;0;255;0;255
3;4;1;255;0;255
3;5;2;255;0;255
3;6;3;255;0;255
3;7;4;255;0;255
3;8;5;255;0;255
3;9;6;255;0;255
4;4;0;255;0;255
4;5;1;255;0;255
4;6;2;255;0;255
4;7;3;255;0;255
4;8;4;255;0;255
4;9;5;255;0;255
4;10;6;255;0;255
5;5;0;255;0;255
5;6;1;255;0;255
5;7;2;255;0;255
5;8;3;255;0;255
5;9;4;255;0;255
5;10;5;255;0;255
5;11;6;255;0;255
6;6;0;255;0;255
6;7;1;255;0;255
6;8;2;255;0;255
6;9;3;255;0;255
6;10;4;255;0;255
6;11;5;255;0;255
6;12;6;255;0;255
